1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
7	39	95	44	82	31	89	2	38	57	75	27	37	72	20	15	62	99	65	96	90	5	74	40	17
69	77	74	87	82	99	86	57	67	53	32	56	78	93	85	88	30	41	96	44	40	29	65	68	11
27	4	3	54	48	65	75	25	64	74	72	35	73	61	51	92	69	42	20	46	38	43	23	79	10
32	69	74	42	43	6	35	94	28	45	99	53	59	92	44	85	18	79	8	21	46	24	16	67	10
38	33	52	32	25	24	20	48	11	70	34	29	6	46	22	27	83	93	21	41	42	36	9	96	77
59	90	35	28	61	40	94	34	38	12	86	58	79	83	46	16	8	19	41	70	22	17	9	67	56
49	29	10	38	64	27	83	81	63	14	72	46	80	21	87	26	50	69	66	74	35	33	70	43	47
18	92	50	54	41	76	90	75	17	52	61	58	97	74	53	39	23	43	80	21	96	28	99	87	8
52	99	32	65	49	75	33	74	11	64	34	56	13	6	43	80	20	35	67	19	61	10	48	57	82
4	97	91	6	65	23	82	71	51	93	45	66	14	27	3	28	22	69	55	40	17	68	59	41	84
16	36	40	60	47	44	92	82	23	8	97	53	33	21	39	32	85	70	46	68	81	6	42	29	31
8	9	25	86	69	31	71	47	80	40	36	73	88	24	60	38	23	37	6	53	92	90	70	78	42
25	10	46	4	87	59	47	43	14	18	96	50	78	35	85	92	23	29	45	20	70	22	58	34	52
33	49	43	9	60	87	75	55	56	16	7	51	5	12	68	97	45	10	18	22	2	32	19	86	58
13	82	78	65	45	80	75	18	61	39	88	85	94	64	14	92	29	26	6	77	1	3	4	81	69
12	64	42	15	83	76	94	44	20	24	52	34	38	25	97	37	49	99	61	7	57	80	41	21	50
48	5	71	14	35	39	29	79	99	23	12	76	9	73	36	41	25	16	1	85	86	84	45	78	80
80	20	5	4	3	70	85	51	26	8	48	37	90	53	45	88	59	77	81	19	25	40	86	30	97
37	68	91	56	75	72	2	39	44	63	40	6	98	47	92	81	67	79	8	76	35	42	15	48	64
24	13	22	73	21	28	1	57	2	70	71	54	62	98	51	50	61	3	79	14	34	52	58	10	87
50	77	61	87	75	23	27	37	49	68	38	76	59	13	47	72	65	25	6	26	31	67	5	43	82
32	30	13	39	71	95	59	76	2	77	19	89	20	11	64	67	37	16	41	40	33	38	53	98	75
45	52	66	30	79	54	65	83	56	12	37	4	87	36	21	15	5	38	32	25	82	72	89	81	93
65	44	16	20	91	4	77	79	12	29	63	10	54	82	9	28	98	60	22	17	61	64	51	52	73
96	60	44	37	23	69	93	34	50	56	75	46	35	41	87	74	2	61	20	64	63	65	83	39	15
50	41	6	60	91	10	68	3	58	73	86	82	12	94	72	56	54	59	74	69	34	7	30	61	1
53	79	67	5	39	11	90	84	59	51	57	75	83	71	70	93	80	61	54	44	68	60	1	29	8
54	57	65	47	96	24	71	29	4	48	81	89	23	93	69	34	95	17	6	97	61	59	68	33	21
89	22	68	84	16	51	13	47	54	90	52	73	57	67	24	8	76	91	11	48	87	36	7	58	5
10	66	73	75	99	58	25	5	42	47	79	24	21	97	3	64	56	62	26	7	52	57	15	50	78
67	75	65	4	86	94	2	10	25	70	93	60	22	57	39	44	9	99	89	54	72	11	52	81	8
92	63	60	83	62	44	31	80	94	25	29	96	13	84	41	68	48	24	69	67	20	8	61	85	78
77	11	86	2	42	9	65	83	23	80	64	94	40	33	39	35	60	58	84	19	1	79	73	53	69
41	73	70	6	98	68	5	21	84	94	52	3	18	42	72	35	71	7	69	23	34	88	30	31	97
46	92	30	59	68	95	35	21	97	57	47	51	80	14	1	54	41	87	77	5	62	28	8	13	93
96	4	69	20	82	18	64	26	85	59	10	7	79	39	52	66	44	35	2	38	3	86	31	36	65
63	73	69	46	9	41	68	60	92	12	94	35	36	54	20	28	67	52	64	50	66	48	76	56	15
14	63	76	36	87	11	28	49	80	2	3	98	55	50	68	86	65	13	92	29	16	48	70	85	77
71	20	48	39	62	31	44	82	7	49	28	25	46	35	98	30	4	75	52	51	22	53	90	99	91
11	6	1	2	85	90	7	41	61	89	35	16	19	73	93	45	72	88	24	97	47	23	98	28	51
61	14	54	12	21	88	52	62	30	92	34	45	31	49	96	42	3	10	73	69	47	93	26	23	17
57	34	63	50	70	43	78	8	59	14	38	79	7	25	37	3	76	58	26	15	93	39	13	80	45
73	38	24	36	88	98	82	39	11	9	76	13	53	95	19	99	71	43	64	66	75	29	14	79	96
51	77	99	62	45	84	4	78	40	53	43	25	61	2	56	85	79	42	65	80	55	69	41	15	47
49	87	48	32	27	64	80	42	58	31	55	63	59	45	18	91	16	96	97	33	5	90	44	95	46
34	80	79	17	25	68	28	49	20	31	8	30	59	1	23	24	75	35	95	47	60	22	11	85	51
69	60	61	19	42	46	29	37	67	20	54	58	82	45	91	57	34	28	15	10	23	18	65	2	88
27	92	67	89	10	52	71	70	65	60	28	75	94	49	7	85	73	91	88	46	36	97	95	81	45
48	94	59	78	32	76	4	62	69	28	6	90	57	41	49	71	8	86	17	7	24	9	80	70	14
56	81	72	87	97	16	46	60	9	33	93	67	53	2	75	48	35	69	31	79	74	47	61	71	64
32	92	8	65	64	15	2	91	66	1	78	70	53	49	4	36	26	77	56	43	46	93	23	21	59
46	30	18	17	45	74	49	66	86	52	41	27	80	15	38	89	83	72	35	56	92	95	63	90	60
69	21	57	74	28	58	44	34	82	14	72	13	32	45	77	35	10	95	26	40	37	87	96	62	9
18	66	17	85	19	58	50	2	76	40	35	31	4	46	80	63	91	64	94	43	67	7	33	21	12
24	21	34	8	93	6	75	73	19	45	70	35	98	82	53	18	40	86	92	65	30	46	97	32	56
23	98	28	65	59	51	49	3	20	15	62	13	44	99	41	56	31	33	85	32	25	97	61	2	82
46	11	92	17	91	51	32	99	9	18	28	71	44	36	65	15	29	1	16	30	75	95	49	47	39
45	38	94	90	32	6	85	63	8	37	13	9	1	23	22	89	39	53	73	33	36	26	81	16	59
93	43	31	61	70	15	45	89	18	99	59	16	88	95	19	32	44	69	98	39	4	24	23	73	21
53	91	43	41	39	49	81	20	89	22	56	12	8	76	74	48	30	19	25	31	28	77	29	2	73
14	80	73	61	71	48	50	69	83	9	17	84	85	16	25	90	68	27	53	43	31	5	66	44	59
44	55	33	5	9	47	92	84	12	8	64	58	40	21	24	71	22	65	16	17	86	97	81	88	85
76	45	20	31	83	6	54	41	47	56	78	84	91	4	79	44	53	17	81	1	22	70	12	52	65
57	84	32	75	97	81	98	7	43	71	89	55	45	70	23	59	37	65	73	25	18	53	56	11	27
64	59	33	78	21	32	83	26	88	35	81	74	89	8	65	50	48	91	30	14	95	6	56	51	60
64	87	22	50	61	60	81	63	21	51	7	93	57	91	48	35	4	99	9	5	24	8	14	85	88
88	2	14	59	74	94	51	77	54	81	68	71	95	99	97	4	38	79	60	47	80	37	42	13	53
25	14	60	56	52	98	36	41	39	19	92	24	42	6	62	51	13	82	8	43	69	54	20	18	48
63	21	8	27	44	3	35	58	16	80	41	17	70	97	62	78	93	52	37	53	1	96	87	67	48
67	91	40	25	86	84	95	3	34	75	18	81	51	98	60	29	14	55	49	96	66	78	93	7	79
83	38	28	18	32	75	11	72	82	9	58	27	10	70	12	64	15	26	25	99	4	65	55	17	2
5	72	8	57	56	70	79	14	3	59	83	88	64	2	77	69	16	38	99	82	1	48	50	43	52
34	89	51	57	84	56	63	87	52	26	73	94	24	66	64	3	35	93	5	61	79	16	13	19	86
54	27	90	17	43	92	12	9	86	26	78	19	57	33	64	73	32	89	75	68	37	82	70	22	6
59	85	58	2	50	4	14	31	49	32	42	40	8	20	57	33	79	55	13	53	61	83	25	87	97
85	86	54	66	87	35	39	32	30	16	90	7	73	29	46	97	75	50	42	27	26	70	65	43	45
17	79	68	49	19	83	43	40	92	16	54	81	91	47	93	94	95	35	2	44	23	80	48	99	98
35	17	2	3	38	13	90	53	64	16	5	8	81	72	24	67	49	44	20	87	77	96	57	83	43
60	80	37	21	52	82	26	97	53	68	22	55	59	43	10	9	61	12	32	38	95	89	7	91	28
39	67	51	99	14	49	82	47	57	30	64	79	91	35	1	81	65	87	4	80	25	69	3	23	33
41	19	6	5	51	66	23	63	12	27	95	8	67	68	56	76	74	55	60	72	16	45	40	15	86
98	12	65	99	46	48	61	62	97	60	76	9	70	22	59	37	35	19	26	67	93	5	58	64	24
63	82	84	24	64	59	39	5	87	46	71	61	56	34	89	65	47	97	26	20	29	74	22	11	68
44	18	52	3	31	23	85	42	93	37	81	53	34	12	56	76	89	54	49	35	9	32	68	4	71
94	70	22	20	65	11	56	59	12	84	2	28	49	62	79	54	98	58	83	92	5	10	27	1	77
21	91	79	18	50	74	2	51	3	28	73	22	20	90	92	41	57	14	42	1	44	55	65	60	33
77	34	31	3	75	92	62	59	90	70	87	48	56	82	96	37	98	7	84	28	29	53	22	27	23
71	10	66	63	49	32	36	93	24	19	97	84	82	3	75	45	65	43	16	38	28	99	89	73	51
49	71	69	32	84	19	93	18	50	15	4	14	23	80	75	62	85	22	8	65	34	81	44	89	78
50	77	49	11	81	43	82	5	76	69	9	63	71	98	56	21	92	28	64	20	27	45	59	6	94
76	69	45	67	19	56	80	68	91	89	18	38	85	30	1	29	15	10	2	23	64	46	84	34	77
52	23	66	38	63	17	12	56	22	4	55	95	67	92	13	97	11	99	37	1	98	62	40	78	86
23	12	38	43	54	66	10	34	70	25	97	92	67	28	29	51	15	63	81	33	86	49	27	95	41
14	99	93	80	59	92	34	49	26	20	70	18	36	31	68	78	74	41	12	89	63	95	30	37	79
22	76	66	51	32	50	58	57	35	30	7	2	33	94	69	28	97	55	54	68	53	1	82	14	41
29	91	42	79	73	5	30	14	94	37	19	18	2	28	92	71	24	70	25	44	27	22	60	64	4
50	27	88	59	35	60	87	77	15	22	64	8	81	1	40	68	41	30	17	67	21	36	93	9	63
4	21	98	75	5	97	53	67	62	72	80	20	32	38	58	63	94	99	51	18	17	43	10	45	14
67	7	94	14	43	15	74	76	72	44	56	95	29	80	83	84	17	3	71	81	91	79	53	97	9
42	67	31	17	78	53	43	59	63	50	30	36	66	90	8	79	94	84	34	32	15	12	41	47	29
33	78	46	66	1	77	34	8	61	96	23	62	60	90	72	13	86	94	84	63	6	9	5	11	89
91	82	65	56	85	33	24	90	15	61	31	7	86	30	45	75	46	21	81	76	14	88	39	95	58
70	5	75	66	78	4	84	28	43	32	96	19	51	63	59	30	53	27	34	41	36	91	89	98	52
81	89	78	76	54	73	61	35	34	75	68	32	27	29	98	39	79	84	14	80	58	91	16	40	23
76	50	95	36	55	58	53	12	73	99	60	4	72	29	63	59	78	91	92	8	89	47	62	51	27
71	41	18	34	98	96	1	4	40	72	69	51	87	19	14	26	42	15	57	80	2	79	68	27	78
65	57	84	60	7	54	55	58	4	2	6	21	71	79	25	51	24	39	87	97	72	94	5	33	67
62	68	18	65	47	74	70	60	20	59	8	91	77	64	46	86	78	35	25	94	52	17	50	83	27
50	19	4	27	67	82	29	37	13	72	32	28	21	54	99	20	70	71	51	93	11	87	61	63	57
71	54	24	42	35	55	70	32	47	13	38	99	23	63	57	81	87	66	98	30	27	25	96	90	20
87	25	34	4	1	46	76	51	41	55	82	39	21	95	18	9	50	36	85	66	13	52	90	49	94
47	53	8	36	18	61	94	69	11	43	62	72	3	41	85	30	37	87	7	77	21	74	46	50	9
7	81	33	25	28	45	21	74	41	48	9	54	12	18	44	30	11	42	34	95	82	13	97	55	73
48	5	2	98	21	90	89	36	99	11	31	9	62	51	87	65	58	45	84	44	32	95	40	96	22
72	45	88	2	5	58	66	67	35	21	9	7	3	14	99	32	25	76	17	86	70	48	84	82	97
51	41	98	72	43	36	21	50	9	65	44	53	77	94	86	79	58	60	92	32	6	99	89	49	34
55	26	85	46	56	3	63	64	22	72	6	47	37	39	75	88	94	19	65	15	32	30	7	58	51
69	68	51	86	6	34	90	23	60	93	4	61	29	15	95	18	10	97	78	17	72	47	81	62	85
16	13	49	50	79	73	65	89	56	15	67	31	3	12	23	20	25	64	66	35	51	1	58	54	46
49	34	3	6	99	8	9	57	30	80	55	96	48	58	21	12	39	61	69	51	47	76	85	27	29
76	77	45	7	80	31	70	95	74	88	63	42	30	52	94	98	9	33	37	29	1	54	16	87	57
97	5	79	78	87	3	74	89	21	55	93	31	77	35	48	33	11	1	42	29	23	70	22	62	65
95	47	44	25	52	33	26	84	98	1	71	73	5	22	35	10	85	68	83	48	46	86	49	62	51
17	10	80	50	75	55	76	54	40	51	7	12	71	61	24	15	4	2	11	26	47	48	74	16	57
50	16	54	47	6	33	51	87	93	14	25	1	81	64	22	21	70	73	48	68	15	9	43	45	55
81	41	89	10	58	56	31	92	17	86	12	70	29	2	40	5	25	96	59	45	22	20	84	67	1
99	65	9	72	29	67	69	89	79	23	47	44	38	36	77	39	17	42	78	4	55	3	54	84	80
10	67	61	5	48	72	97	58	1	40	69	51	21	47	98	55	36	8	70	52	12	53	68	56	6
86	49	25	73	52	82	96	94	57	9	64	7	84	14	34	32	91	20	92	10	70	8	4	81	38
25	74	59	11	76	95	55	41	26	15	10	65	91	98	6	64	61	18	69	85	49	52	13	33	34
36	11	2	64	26	99	17	48	73	83	88	20	23	98	78	56	24	77	82	87	6	70	69	81	51
61	89	75	10	54	46	30	57	3	19	73	70	12	24	42	83	64	40	2	69	97	84	77	14	45
30	95	18	92	34	9	86	71	51	84	70	3	5	45	79	46	54	19	47	11	66	12	89	88	81
17	86	43	4	29	7	90	78	65	77	35	34	44	5	22	13	20	91	95	99	54	53	64	84	93
13	74	56	31	83	35	37	73	89	21	15	6	17	11	32	48	59	84	43	86	94	47	26	53	7
13	64	31	3	16	33	61	90	41	56	72	23	9	48	86	65	28	2	93	80	37	81	78	24	17
51	19	40	5	29	24	63	91	26	59	47	84	1	73	65	53	94	22	34	85	62	15	55	45	35
19	20	25	27	72	26	65	81	24	30	79	29	31	8	59	35	55	62	73	45	97	92	46	80	71
63	7	49	58	80	8	39	18	22	90	3	47	15	88	17	37	89	51	19	92	10	27	5	67	12
45	60	82	71	48	90	72	19	62	66	17	79	70	84	89	14	26	93	27	37	51	15	12	65	87
39	21	42	31	92	10	3	26	37	80	18	9	7	96	32	86	76	41	33	58	28	1	16	52	90
22	39	91	61	15	11	79	37	53	90	77	70	47	24	50	93	87	65	98	75	55	97	92	38	29
85	48	66	3	65	23	69	28	63	72	62	56	87	52	97	57	25	44	93	34	60	6	15	18	26
8	77	71	40	84	7	27	9	5	17	49	30	35	41	98	15	34	54	81	57	60	68	43	87	33
5	41	80	77	46	26	56	13	61	4	95	93	51	37	68	62	18	58	28	63	65	52	24	88	64
88	26	92	23	37	8	94	17	74	86	9	15	27	91	29	12	21	82	19	55	1	83	49	56	58
88	83	93	86	77	26	3	43	16	10	39	89	18	81	79	44	82	64	36	52	33	58	13	56	17
84	46	24	38	99	59	35	4	14	81	31	53	11	5	29	54	79	85	52	7	18	77	17	96	75
66	63	67	37	34	35	5	43	8	55	57	32	64	31	94	91	11	50	68	61	74	87	85	20	44
35	12	92	8	54	47	81	29	30	61	34	58	45	50	68	63	75	98	40	49	67	62	87	56	2
36	35	33	25	73	54	11	69	13	98	71	18	34	10	2	84	39	63	59	24	55	31	7	67	8
91	16	39	64	27	10	11	7	79	1	46	85	28	58	99	69	92	75	48	9	26	22	56	81	34
49	22	44	2	12	60	35	89	99	59	71	74	7	68	6	92	5	75	72	39	55	79	45	86	23
65	93	63	7	14	67	37	80	78	95	94	48	32	42	31	52	84	62	33	56	11	79	98	92	53
40	89	14	3	5	28	72	85	8	18	82	52	9	24	71	27	80	57	67	75	36	49	21	1	15
59	1	86	39	26	96	37	30	73	8	11	95	35	98	16	21	20	3	6	94	14	60	33	2	34
21	60	49	11	30	91	7	89	8	44	74	93	81	45	53	80	25	17	38	32	10	96	85	88	98
91	37	27	76	79	68	46	38	66	89	64	2	62	25	6	28	97	1	26	18	88	8	36	61	34
14	76	33	88	13	60	66	95	85	4	28	72	37	51	74	53	69	11	43	98	82	2	78	24	12
48	50	10	62	17	71	16	73	7	34	87	83	51	97	32	27	86	84	9	80	11	81	78	20	70
35	56	40	68	87	12	61	27	39	93	85	16	24	6	57	9	51	11	43	7	88	53	98	34	99
34	6	85	4	86	42	62	64	77	21	49	35	32	44	87	25	67	65	54	23	95	75	80	10	82
32	22	35	90	4	86	41	67	93	55	88	38	46	97	80	24	61	40	8	10	21	28	15	96	29
4	66	16	20	92	33	46	10	9	49	25	73	70	68	1	56	6	99	45	50	32	41	8	43	58
35	94	71	84	59	61	72	12	26	60	28	5	62	98	56	47	15	40	95	43	33	30	58	53	10
84	93	35	98	7	37	26	70	87	73	12	44	74	69	13	76	54	62	11	85	82	78	39	23	59
59	83	53	18	51	30	93	47	16	58	68	46	15	28	66	77	76	55	24	60	19	31	63	27	78
83	56	61	11	88	19	75	10	87	9	91	8	22	1	39	94	64	7	33	97	43	51	57	12	44
30	19	75	11	5	61	82	32	36	46	53	38	44	67	10	20	12	6	51	15	4	41	72	55	39
14	28	50	54	93	32	35	18	4	44	25	13	29	98	33	55	15	39	41	69	49	53	62	6	7
45	49	92	33	27	42	59	99	18	95	47	39	31	76	75	10	96	7	69	65	78	74	24	51	20
71	27	85	15	26	57	12	91	2	93	94	9	4	28	41	64	3	6	95	43	74	96	40	38	60
82	72	42	25	53	30	95	34	57	60	50	75	37	74	91	48	98	36	85	65	77	88	17	90	71
3	46	21	54	93	48	34	77	80	22	39	24	78	60	31	27	40	98	74	70	86	32	17	14	57
41	2	97	13	76	82	66	46	21	10	11	28	63	62	74	1	42	22	12	18	93	68	70	53	64
96	43	1	95	76	67	26	97	49	35	30	46	59	81	34	78	20	87	74	79	54	91	32	45	75
33	20	8	19	4	47	41	95	49	66	92	44	35	59	27	87	75	50	58	54	96	14	23	89	3
71	57	5	55	59	88	2	52	29	27	75	33	43	9	62	21	96	78	12	18	42	66	92	46	30
87	83	96	46	36	84	21	31	53	27	42	30	77	78	75	67	29	33	14	15	50	44	13	69	28
98	81	56	20	83	17	26	54	53	40	55	13	80	93	88	3	29	19	41	78	21	37	82	33	85
19	90	78	33	93	48	88	84	50	32	5	82	74	96	73	13	35	47	2	54	65	10	25	21	87
60	27	66	69	36	2	18	3	34	76	57	52	33	39	5	4	40	63	71	35	64	24	80	75	83
49	54	76	18	10	27	41	56	87	39	34	24	43	1	80	22	85	4	81	55	40	69	89	53	51
18	24	26	97	8	16	3	55	86	44	12	82	21	56	46	6	50	22	96	48	4	35	28	73	77
28	77	61	37	47	23	34	74	16	82	9	12	5	17	69	98	18	66	53	42	63	79	65	41	68
10	25	56	12	71	69	67	36	2	95	1	88	55	90	47	17	31	18	58	34	26	19	53	33	96
14	89	90	22	80	44	15	91	71	46	93	50	43	72	12	35	48	61	8	7	66	3	85	5	23
10	81	46	82	18	31	22	89	53	83	52	95	74	63	62	68	39	66	50	30	40	67	43	58	49
69	15	83	49	36	91	41	48	23	93	39	65	96	60	53	18	84	32	16	13	95	71	74	31	12
33	28	77	8	20	83	99	59	98	80	87	93	32	52	5	14	31	6	62	76	94	58	78	61	16
18	69	59	91	79	33	26	56	78	28	1	3	41	2	38	8	11	36	54	16	63	53	19	58	75
76	9	23	70	19	64	63	27	57	98	34	48	69	41	18	37	84	77	38	14	8	95	47	87	17
6	50	80	3	20	93	98	4	29	88	77	73	10	66	26	14	70	84	52	76	17	97	28	25	32
78	8	62	14	96	94	81	90	23	46	75	28	5	3	25	6	54	37	53	68	86	72	69	40	35
63	64	94	18	25	72	52	79	58	14	34	46	4	5	36	23	30	44	2	92	8	83	90	68	97
89	92	78	3	62	6	37	73	90	1	44	28	27	61	20	57	65	31	33	24	60	11	47	49	85
20	99	16	5	88	83	78	76	26	64	59	9	84	98	82	86	40	89	11	13	24	29	91	25	79
75	19	63	74	86	35	49	80	29	2	54	73	3	33	24	58	77	85	4	43	32	50	14	88	17
77	59	75	60	38	19	79	53	57	94	93	33	28	54	9	70	80	48	42	85	51	29	22	71	24
58	42	37	33	53	14	16	93	95	88	70	72	11	38	34	56	91	62	74	85	97	32	77	26	54
20	28	99	76	78	13	75	59	61	22	69	64	85	2	1	4	70	11	47	92	88	23	63	25	31
41	93	15	11	38	50	63	88	17	57	68	66	71	83	55	64	7	61	47	77	36	80	89	34	67
18	90	43	92	57	62	78	49	27	53	64	37	8	34	56	30	75	3	17	99	73	47	69	33	94
78	9	18	61	71	2	64	65	89	6	44	23	70	8	72	49	67	31	93	16	12	68	91	82	85
93	55	68	27	88	75	60	98	94	29	5	87	6	41	26	23	43	33	35	69	52	45	15	7	16
90	57	3	52	21	85	80	31	68	34	91	17	92	62	51	84	93	16	53	70	56	72	86	8	60
32	66	25	18	30	33	11	69	21	67	17	9	56	8	87	99	29	61	51	92	43	24	95	26	13
34	40	32	41	47	38	66	73	70	48	59	21	64	98	94	10	56	82	60	46	54	13	44	50	49
70	50	79	97	99	13	86	41	56	51	20	18	44	24	15	65	92	55	32	28	12	64	74	48	60
48	43	51	44	65	88	1	3	97	34	73	39	95	22	71	56	11	25	60	85	53	41	59	86	84
78	44	76	1	71	86	59	6	80	58	85	12	94	38	39	73	96	49	69	61	26	74	24	51	2
26	79	99	51	98	22	54	76	15	2	59	11	20	65	29	23	7	75	52	28	49	17	44	48	21
98	74	27	25	64	8	34	76	32	26	56	61	28	43	84	85	11	95	39	79	5	36	72	71	41
56	39	93	22	30	40	24	64	81	11	72	15	67	14	34	83	21	27	37	26	77	61	50	51	71
4	66	79	97	49	26	53	67	3	63	48	41	92	39	74	96	13	75	2	52	1	86	99	22	14
96	41	80	69	38	13	46	25	26	86	71	18	95	56	98	40	14	85	31	68	3	2	94	29	34
14	34	94	79	40	32	99	39	20	29	3	85	18	51	12	91	28	1	43	76	66	49	27	17	88
79	30	51	89	85	72	90	54	57	28	59	16	37	67	99	5	49	82	62	26	41	76	52	97	32
96	34	71	14	47	69	98	66	42	56	27	2	68	61	76	67	62	7	80	16	21	36	75	88	29
93	75	89	87	40	67	94	35	80	68	39	55	86	1	53	44	64	85	26	96	59	97	7	88	32
7	14	39	44	31	35	25	95	78	62	45	33	84	81	85	69	90	53	46	86	74	63	50	32	3
90	86	24	3	32	7	51	61	97	49	50	1	15	29	37	95	27	13	17	19	87	72	54	20	89
35	3	99	84	85	22	54	82	2	37	24	4	11	14	59	18	74	92	91	73	23	87	49	10	34
14	61	91	72	20	38	42	27	77	63	30	39	5	88	75	8	58	60	51	2	80	87	16	67	66
94	71	29	75	49	80	56	64	30	87	16	50	84	35	63	15	76	61	92	86	32	78	11	48	65
20	44	97	17	45	26	19	31	99	33	76	75	27	38	70	21	80	60	55	18	40	37	13	54	61
73	86	35	25	4	74	60	56	90	94	99	58	47	17	31	53	24	98	87	12	18	65	13	61	79
98	51	30	89	8	97	65	16	95	53	68	26	81	87	41	46	35	90	15	25	1	61	21	12	60
82	62	25	55	21	44	90	84	72	20	8	93	36	23	73	5	35	96	43	15	98	97	59	63	22
63	5	59	80	42	37	11	98	94	75	24	54	10	34	7	33	62	31	56	29	21	39	60	91	85
56	17	84	20	4	9	96	51	71	78	12	14	29	89	34	16	47	5	69	65	80	46	99	92	6
35	30	87	4	10	12	70	79	68	22	33	16	55	42	80	32	66	60	15	73	1	96	78	77	48
5	43	72	94	49	33	24	63	77	95	23	65	78	15	36	34	35	89	10	51	86	4	71	28	69
41	98	63	80	61	79	95	58	1	86	59	20	34	97	12	84	9	50	43	88	87	83	32	17	72
5	96	7	55	82	94	25	60	63	11	30	44	50	15	65	75	21	4	52	2	99	67	85	78	57
82	89	34	90	41	73	32	8	81	62	97	77	37	14	78	15	45	54	1	59	31	20	9	93	39
51	21	19	39	10	87	22	74	49	27	46	2	91	70	89	12	98	8	94	40	43	24	56	76	90
96	85	80	30	98	74	5	33	76	52	90	89	70	1	23	19	10	32	38	87	26	68	50	9	60
77	83	23	25	43	46	78	69	28	50	41	64	51	13	62	11	92	5	45	60	31	4	40	81	71
54	83	90	20	67	28	99	10	55	16	71	68	48	13	49	59	6	37	79	9	80	34	91	57	96
27	25	40	76	63	59	8	58	52	57	17	9	62	12	42	71	74	68	34	90	51	53	56	78	81
94	19	98	92	43	29	18	61	64	25	11	55	12	7	31	51	99	15	30	62	38	8	22	89	53
55	78	83	54	56	35	5	50	64	85	24	20	9	25	15	31	11	48	4	58	60	36	87	77	99
84	22	46	1	19	15	86	6	44	62	93	90	49	56	33	75	48	59	65	72	4	92	35	40	16
25	23	95	67	89	20	65	43	82	64	99	39	87	58	61	75	83	48	73	94	40	96	90	7	53
61	40	51	45	92	49	68	50	38	89	73	17	70	76	78	15	42	75	52	35	62	80	72	18	64
62	8	70	35	71	53	61	4	28	17	16	10	14	76	54	67	39	59	74	93	72	18	2	52	56
46	87	55	66	67	51	6	47	26	97	59	61	71	95	3	11	60	73	27	93	35	4	96	75	21
94	25	59	2	52	58	13	73	42	31	91	48	40	82	38	64	54	36	75	80	49	33	9	44	56
43	28	83	84	65	39	13	10	76	16	96	33	72	51	54	91	63	45	62	32	53	50	9	37	74
44	82	70	83	63	93	11	3	90	24	28	66	9	41	8	18	17	76	84	56	89	57	99	64	35
90	47	58	92	37	59	60	75	11	53	61	51	76	25	43	18	27	63	82	36	46	44	95	87	69
95	13	94	81	41	45	15	46	47	76	63	30	35	80	52	92	54	85	84	8	90	77	18	83	60
5	33	78	15	16	6	38	92	46	43	26	93	8	65	86	47	58	45	61	7	30	74	79	67	21
25	97	8	5	95	2	39	42	57	53	50	69	13	96	3	20	6	14	87	40	31	26	82	33	10
97	87	37	68	6	27	53	90	80	5	73	77	56	74	39	18	43	59	99	89	45	10	64	31	23
90	3	14	85	81	66	53	46	17	11	23	44	72	92	7	78	51	26	28	22	95	67	1	54	12
34	12	97	38	50	18	19	48	42	71	37	63	56	99	30	2	9	83	65	29	64	43	59	84	28
63	16	47	88	52	72	56	32	53	28	96	31	78	17	18	76	97	22	7	92	64	44	8	30	68
92	46	5	84	34	29	79	94	45	69	43	47	82	7	81	86	96	54	49	61	85	91	14	9	31
49	23	59	67	88	41	57	13	72	83	51	93	85	76	7	10	71	89	99	70	39	14	77	31	19
50	95	98	65	53	30	58	4	40	69	70	37	84	78	23	68	36	38	19	7	59	46	71	15	64
28	81	57	25	92	41	75	8	6	20	89	77	34	91	48	37	26	68	46	58	32	93	7	39	85
87	40	20	9	4	80	85	23	33	34	70	98	51	91	32	75	29	92	27	15	82	3	54	52	13
65	26	21	22	41	37	85	36	57	74	23	15	83	56	14	71	63	79	60	47	51	3	53	18	35
23	54	46	66	16	24	33	19	87	8	95	59	13	78	34	44	5	26	7	84	40	1	14	21	30
46	32	95	55	83	10	78	19	70	26	50	76	9	77	13	92	82	73	12	4	98	61	68	31	36
93	23	72	67	41	87	94	29	32	52	83	43	31	85	59	22	79	51	17	88	42	71	11	86	45
52	1	78	41	90	84	39	80	12	10	11	74	96	20	32	62	47	21	8	50	56	61	65	98	95
22	92	38	13	44	76	99	29	36	68	96	71	35	33	51	65	41	64	2	20	7	79	73	93	91
11	65	82	23	40	27	47	24	34	70	8	72	62	80	50	33	84	19	25	79	32	45	88	97	93
47	50	20	87	86	8	6	94	60	85	56	15	74	67	40	65	70	68	96	63	9	1	91	12	93
29	81	97	67	45	98	19	91	93	2	76	8	5	72	83	11	9	47	90	36	84	58	3	69	85
46	7	28	96	55	97	53	88	75	85	27	17	64	19	32	95	10	8	12	35	33	24	65	58	79
26	97	71	98	86	93	39	54	72	59	61	99	95	50	87	63	44	68	85	4	9	78	12	49	79
77	46	23	8	29	18	28	7	40	63	53	34	6	11	59	37	5	78	84	14	94	4	31	25	17
44	95	5	69	31	1	93	74	17	16	73	98	25	46	53	38	20	35	40	66	50	90	10	99	8
12	87	48	75	19	72	11	44	10	71	5	96	69	81	24	92	14	31	60	29	37	90	47	55	95
72	40	4	12	48	36	16	49	73	58	91	55	82	14	93	45	63	39	59	69	31	3	5	50	71
